id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
35261,Home  in  the heart of Thessaloniki,151631,Cathy,,Thessaloniki,40.63777,22.94934,Entire home/apt,24,1,43,2020-03-07,0.40,2,355
152991,Design space downtown Thessaloniki,735568,G,,Thessaloniki,40.64106,22.9424,Entire home/apt,42,3,263,2020-03-09,2.53,1,365
218831,Sea-life apartment,137588,Dimitrios,,Kalamaria,40.57187,22.95678,Entire home/apt,55,2,1,2020-02-02,0.17,1,364
264004,"7th floor sunny balcony Wi-Fi, Ex Thessalonica Lux",1385108,Kostas,,Thessaloniki,40.63516,22.9516,Entire home/apt,28,1,358,2020-03-03,3.45,1,359
483128,Stel's apt in Thessaloniki center!,2358521,Stelios,,Thessaloniki,40.63765,22.94979,Entire home/apt,25,1,311,2020-07-19,3.14,1,347
550239,Kripis Studio Thessaloniki No1,1193625,Olga,,Thessaloniki,40.64008,22.95598,Entire home/apt,45,1,5,2019-06-29,0.05,5,347
756569,Fully renovated studio near center!,3714248,Chrysothemis,,Thessaloniki,40.61254,22.97487,Entire home/apt,37,1,17,2017-05-29,0.20,1,324
758173,COZY PRIVATE  ROOM IN THE CITY CENTER!!,3993873,Titika,,Thessaloniki,40.62928,22.94956,Private room,19,1,133,2020-02-18,1.47,1,324
789070,"""Low COST Cozy Studio"" City Centre",4158269,Filiana,,Thessaloniki,40.63868,22.94991,Entire home/apt,25,20,0,,,4,269
789081,Traditional STUDIO City Centre Low Cost,4158269,Filiana,,Thessaloniki,40.64163,22.94781,Entire home/apt,35,20,20,2020-01-15,1.73,4,0
789092,Traditional APARTMENT #1 City Center,4158269,Filiana,,Thessaloniki,40.64314,22.94701,Entire home/apt,38,10,2,2018-08-31,0.08,4,179
798646,LUXURIOUS & STYLISH APARTMENT IN THESSALONIKI,2890501,Francy,,Pilea – Chortiatis,40.58489,23.035,Entire home/apt,95,4,6,2020-02-27,0.23,1,323
817373,Hermes - Cosy central apartment,4293278,Andreas,,Thessaloniki,40.63968,22.93879,Entire home/apt,27,1,194,2019-09-16,2.10,2,360
912803,Looking for the room?,3835591,Olga,,Pavlou Mela,40.65751,22.93116,Private room,15,1,70,2020-03-05,0.83,1,325
981433,PENTHOUSE AMAZING VIEW.NEAR AIRPORT,5374228,Aliki And Vicky,,Kalamaria,40.58565,22.95672,Private room,22,1,123,2019-11-04,1.42,1,68
1006153,Kripis Studio Thessaloniki No4,1193625,Olga,,Thessaloniki,40.64004,22.95609,Entire home/apt,55,1,11,2019-05-25,0.28,5,342
1007872,Cozy studio in old city near city center,5543143,Giannis,,Thessaloniki,40.639,22.95651,Entire home/apt,25,3,24,2019-09-09,0.64,1,180
1013340,Kripis Studio Thessaloniki No2,1193625,Olga,,Thessaloniki,40.63983,22.95495,Entire home/apt,45,1,2,2019-08-11,0.07,5,324
1058022,Afrodite - Pantheon apartments,4293278,Andreas,,Thessaloniki,40.63955,22.93885,Entire home/apt,30,1,100,2020-02-17,1.13,2,359
1060922,The Pretty Studio στην Ερμού,5841701,Marina + Yiorgos,,Thessaloniki,40.63353,22.94358,Entire home/apt,39,3,59,2020-01-03,0.70,1,309
1085090,Comfy room at a quiet neighborhood,5965576,Nikolaos,,Kalamaria,40.57066,22.95938,Private room,30,2,18,2018-06-13,0.21,1,58
1117177,Kripis Studio Thessaloniki No3,1193625,Olga,,Thessaloniki,40.64088,22.95496,Entire home/apt,49,1,3,2019-02-10,0.11,5,324
1254968,Waterfront apartment with sea view HELEXPO,6836073,Erasmus,,Thessaloniki,40.61366,22.95397,Entire home/apt,53,1,33,2019-09-24,0.53,30,361
1254972,Cosy open studio by Roman ruins HELEXPO,6836073,Erasmus,,Thessaloniki,40.62856,22.94891,Entire home/apt,35,1,119,2020-02-23,1.65,30,365
1261417,Promenade Apartment with Sea View HELEXPO,6836073,Erasmus,,Thessaloniki,40.61432,22.95347,Entire home/apt,50,1,169,2019-11-11,2.31,30,365
1263768,"Old city, Cosy flat HELEXPO",6836073,Erasmus,,Thessaloniki,40.63591,22.95423,Entire home/apt,30,1,148,2020-01-02,1.98,30,365
1397321,Kripis Studio Thessaloniki No5,1193625,Olga,,Thessaloniki,40.63903,22.95673,Entire home/apt,55,1,2,2020-01-01,0.05,5,357
1562647,"""Baroque""central lux apartment wifi",2835293,Maria,,Thessaloniki,40.63803,22.94376,Entire home/apt,45,2,51,2018-08-03,0.62,1,364
1563872,Nice apartment for family or group,4768562,Hippo,,Kordelio – Evosmos,40.67725,22.92727,Entire home/apt,60,3,0,,,1,365
1575602,Apt. in Thessaloniki w nice garden,8376646,Maria,,Pilea – Chortiatis,40.58065,23.00604,Entire home/apt,30,1,61,2018-09-25,0.73,1,365
2085729,Well-Located Apartment Thessaloniki,10412321,George,,Thessaloniki,40.64467,22.92964,Entire home/apt,40,2,65,2018-09-23,0.81,1,0
2086784,Waterfront #8Design - CozyCityCenter Studio,10654206,Alexandra,,Thessaloniki,40.63177,22.94171,Entire home/apt,29,1,485,2020-07-15,6.07,22,358
2174678,Art Gallery Center Apartment,7591507,Alexandros,,Thessaloniki,40.62943,22.94839,Entire home/apt,100,2,70,2020-02-02,1.39,1,178
2346672,"Central, warm, bright, comfy apt",6329227,Yota,,Thessaloniki,40.63241,22.94945,Entire home/apt,50,5,128,2020-02-02,1.67,1,363
2417714,Thessaloniki Central Cozy Apartment wifi,12356276,Yiannis,,Thessaloniki,40.64186,22.94434,Entire home/apt,35,2,357,2020-07-07,4.59,3,336
2525130,Luxurious fabulous modern studio - Panorama centre,12928977,Despina,,Pilea – Chortiatis,40.59138,23.03282,Entire home/apt,80,3,5,2019-10-25,0.11,2,364
2547901,Cosmo House,9454916,Adie,,Thessaloniki,40.59889,22.95479,Entire home/apt,35,3,15,2017-10-10,0.29,1,365
2612586,"Great style, lots of space",13379093,Olga,,Thessaloniki,40.59498,22.95548,Entire home/apt,36,3,69,2019-08-08,0.90,1,0
2639807,Apollon - Central apartment,13516901,Ioulianos,,Thessaloniki,40.63948,22.93883,Entire home/apt,32,1,100,2020-02-26,1.32,1,364
2656518,The bohemian studio by the centre,13597375,Filitsa,,Thessaloniki,40.60763,22.96311,Entire home/apt,22,2,88,2020-01-31,1.15,6,365
2677214,Modern flat with partial sea view in Thessaloniki,13662502,Evy,,Kalamaria,40.57551,22.9615,Entire home/apt,80,2,7,2020-02-02,0.15,1,233
2788858,Waterfront #7Design - CozyCityCenter Flat,10654206,Alexandra,,Thessaloniki,40.63176,22.94171,Entire home/apt,42,1,434,2020-07-17,5.71,22,357
2843225,Bright and spacious 1 bedroom,14541893,Mikaela,,Thessaloniki,40.64777,22.92304,Entire home/apt,27,2,141,2020-06-14,2.26,10,231
2991915,A lovely studio in the suburbs,15255679,Evi,,Kordelio – Evosmos,40.6656,22.92104,Entire home/apt,16,1,116,2019-11-03,1.55,1,348
3181149,Close To City Center - Near The Sea,15799182,Sofia G,,Thessaloniki,40.61859,22.95455,Entire home/apt,40,3,15,2018-09-04,0.20,1,88
3254076,Huge Relaxing Private Centre Room,16429924,Georg,,Thessaloniki,40.63279,22.9672,Private room,18,5,5,2020-02-10,0.07,2,365
3276780,"Apartment in Ano Poli, Thessaloniki",16565876,Stathis,,Thessaloniki,40.63784,22.95394,Entire home/apt,20,1,114,2018-09-04,1.58,1,362
3579689,Lovely apartment in the center!,17835708,Maria,,Thessaloniki,40.63037,22.94865,Entire home/apt,100,3,4,2018-04-29,0.07,1,262
3725031,Cozy Downtown apartment BalconyWIFI,19029266,Valentinos-Amaryllis,,Thessaloniki,40.63662,22.95271,Entire home/apt,25,1,228,2017-09-01,3.14,1,22
3797390,Artistic apartment in Thessaloniki,19130759,Katerina,,Thessaloniki,40.60287,22.96062,Entire home/apt,30,2,74,2019-09-11,1.33,1,0
3923918,Luxury studio city,20326948,Raoul-Ernesto,,Thessaloniki,40.6119,22.97425,Entire home/apt,41,2,73,2020-03-07,1.03,2,365
3929429,Thessaloniki Central Apartment wifi,12356276,Yiannis,,Thessaloniki,40.63767,22.95227,Entire home/apt,30,2,338,2020-07-06,4.73,3,349
4024952,Lovely room in 3BDR flat near Uni!,16429924,Georg,,Thessaloniki,40.63389,22.96808,Private room,18,5,5,2019-09-20,0.07,2,180
4048879,"Large convenient flat, Thessaloniki",7087654,John And Chris,,Thessaloniki,40.61143,22.95938,Entire home/apt,17,29,3,2017-12-15,0.04,1,209
4097453,ΔΙΑΜΕΡΙΣΜΑ  ΚΑΛΑΜΑΡΙΑ,21242457,Τζο,,Kalamaria,40.57529,22.95031,Entire home/apt,130,3,1,2016-12-24,0.02,2,365
4126656,Cosy room + wi-fi in central flat,21406334,Maria,,Thessaloniki,40.63955,22.9419,Private room,28,2,2,2017-06-28,0.04,1,0
4186142,CityCenter Eclectic - #3Design CozyFlat,10654206,Alexandra,,Thessaloniki,40.64179,22.94335,Entire home/apt,41,1,398,2020-07-12,5.64,22,363
4467736,Mini suite neighboring the centre,13597375,Filitsa,,Thessaloniki,40.60808,22.96232,Entire home/apt,23,2,57,2020-03-09,0.85,6,362
4521414,Charming warm apartment 85qm near city centre,23424804,Glykeria,,Thessaloniki,40.61153,22.95897,Entire home/apt,35,3,8,2018-05-13,0.17,1,319
4530300,Luxury studio,20326948,Raoul-Ernesto,,Thessaloniki,40.61252,22.97284,Entire home/apt,41,2,53,2020-01-01,0.77,2,364
4560699,Velis apartment Thessaloniki,7886224,Velissarios,,Kalamaria,40.57806,22.94654,Entire home/apt,60,2,9,2019-09-01,0.15,1,360
4666758,#1 SUPER CUTE MINI STUDIO IN CITY CENTER,13251610,Sandra,,Thessaloniki,40.63185,22.94848,Entire home/apt,29,2,265,2020-06-27,3.91,2,354
4894671,✅ The Best View of Thessaloniki Center!,11221732,Konstantinos,,Thessaloniki,40.64084,22.95797,Entire home/apt,44,1,303,2020-06-26,4.67,2,326
5100587,A unique apartment.,26354140,Mimi,,Thessaloniki,40.64039,22.93835,Private room,10,10,5,2019-06-30,0.17,1,363
5170079,"Enjoy a wonderful, cosy and sparkling clean place!",26719518,Eliana,,Thessaloniki,40.59466,22.96187,Private room,23,1,223,2020-07-12,3.96,1,269
5213095,Nice flat near sea & city center,26969088,Marina,,Thessaloniki,40.61765,22.95673,Entire home/apt,26,3,63,2020-02-24,0.98,2,307
5499527,Super Stylish Central Studio,14213975,Konstantinos,,Thessaloniki,40.63627,22.94335,Entire home/apt,33,1,325,2020-07-18,5.12,1,349
5520086,♠ Appartment next to University ♠,17489165,Andrew,,Thessaloniki,40.63084,22.95155,Entire home/apt,34,3,47,2019-09-15,0.73,3,208
5690603,Πολυτελής κατοικία με θέα .Luxury two level appt.,7371967,Anna,,Pilea – Chortiatis,40.5913,23.02961,Entire home/apt,55,2,12,2020-02-02,0.30,2,358
5693168,CityCenter Gem - #2Design CozyQuiet Flat,10654206,Alexandra,,Thessaloniki,40.64179,22.94335,Entire home/apt,36,1,271,2020-07-10,4.18,22,354
5702461,Houseloft Koromila Sea View,29565272,Houseloft,,Thessaloniki,40.63002,22.94411,Entire home/apt,89,1,165,2020-07-05,2.58,15,355
5757584,Cozy-Fully furnished apartment,29867617,Alexandros,,Thessaloniki,40.60671,22.96134,Entire home/apt,35,2,51,2019-12-31,0.81,1,350
5789446,COSY APARTMENT NEXT ATATURK MUSEUM,10771852,Dimiris,,Thessaloniki,40.63752,22.95449,Entire home/apt,25,3,21,2017-11-07,0.38,1,90
5790157,City Center Cozy Apartment wifi Air-conditioned,12356276,Yiannis,,Thessaloniki,40.63576,22.95212,Entire home/apt,28,2,311,2020-07-05,4.85,3,346
6138126,ιδιωτικο δωματιο στο διαμερισμα μου,17750834,Ruth,,Thessaloniki,40.63665,22.94889,Entire home/apt,40,2,3,2017-09-18,0.09,1,363
6189128,Luxurius Villa with private pool @Panorama,14851039,Nandia,,Pilea – Chortiatis,40.59007,23.00774,Entire home/apt,100,30,0,,,1,0
6213164,(C19 Prepared) Lavender city_center #30m_from_sea,32216964,George,,Thessaloniki,40.63015,22.94529,Entire home/apt,65,2,18,2019-03-26,0.36,3,345
6279775,Waterfront #9Design - CozyCityCenter Studio,10654206,Alexandra,,Thessaloniki,40.63176,22.94171,Entire home/apt,33,1,422,2020-07-13,6.67,22,356
6287417,PENTHOUSE apartment 3rooms super view,32683811,Savas,,Thessaloniki,40.63319,22.95097,Entire home/apt,70,2,12,2019-11-10,0.19,1,179
6310965,STUDIO/ CENTER OF THESSALONIKI,32058448,Evi,,Thessaloniki,40.6393,22.95084,Entire home/apt,20,2,1,2015-05-12,0.02,2,365
6332299,Homy cosy studio towards the centre,13597375,Filitsa,,Thessaloniki,40.60804,22.96169,Entire home/apt,22,2,24,2020-02-07,0.40,6,362
6375169,clean and lovely apartment,33223510,Manto,,Kalamaria,40.57913,22.94692,Entire home/apt,24,2,75,2018-11-26,1.21,1,34
6394306,Διαμέρισμα στο κέντρο της πόλης,33341096,Maria & Dimitris,,Thessaloniki,40.63118,22.9408,Entire home/apt,39,1,221,2020-03-13,3.52,1,311
6408303,Studio / top floor / city center,33423195,Chris,,Thessaloniki,40.62825,22.95276,Entire home/apt,20,5,53,2020-07-11,0.90,1,298
6408408,EVANGELIA: Only Good News Here...,33423743,Evangelia,,Thessaloniki,40.64216,22.94421,Private room,25,1,59,2019-12-29,0.96,1,55
6410244,Entire apartment with Beautiful City View,26233123,AnnA,,Neapolis – Sykeon,40.64155,22.96199,Entire home/apt,24,7,19,2019-09-04,0.31,1,349
6422405,A room with a view...,33507189,Vana,,Thessaloniki,40.64403,22.95093,Entire home/apt,45,2,67,2019-10-29,1.11,1,355
6441821,Cosy appartment . Historical center,33633015,Georgia,,Thessaloniki,40.63042,22.94843,Entire home/apt,31,2,387,2020-06-08,6.15,1,88
6478641,Apartment in the Historical Center of Thessaloniki,33849266,Athanasios,,Thessaloniki,40.6404,22.9434,Entire home/apt,40,2,130,2020-06-29,2.12,1,360
6523939,nikos apartment 2,17305188,Nikolaos,,Thessaloniki,40.59876,22.97113,Entire home/apt,43,28,3,2019-02-08,0.10,2,365
6565113,High-end luxury apartment,34341328,Βασίλης,,Thessaloniki,40.61318,22.96331,Entire home/apt,35,2,163,2020-01-19,2.63,1,353
6682912,thess1home,34979760,Nadia & Vasiliki,,Pilea – Chortiatis,40.59153,22.97563,Entire home/apt,35,1,187,2020-07-08,3.03,3,350
6773050,Penthouse in the City Centre !!,25211962,Elina,,Thessaloniki,40.63737,22.93869,Entire home/apt,40,4,22,2019-09-12,0.36,1,36
6781712,Cozy & central flat with great view,35502056,Asteropi,,Thessaloniki,40.62136,22.95373,Entire home/apt,70,2,48,2020-02-02,0.79,1,324
6814632,"DownTown Maisonette in Ano Poli, Sea and City View",35678823,Ano,,Thessaloniki,40.64383,22.95081,Entire home/apt,189,2,10,2019-09-10,0.27,1,88
6831358,great home in the centre,6077150,Stergios,,Thessaloniki,40.62928,22.94926,Entire home/apt,59,2,147,2020-03-14,2.39,1,364
6841574,Luxury home away from home!,14541893,Mikaela,,Kalamaria,40.5792,22.96687,Entire home/apt,32,2,102,2020-06-24,1.67,10,309
7032742,Creative downtown loft space,570237,Vd,,Thessaloniki,40.63459,22.94438,Entire home/apt,85,1,102,2020-02-09,1.71,1,363
7033538,Modern Downtown Gem!,36872740,Dimitri,,Thessaloniki,40.63185,22.95128,Entire home/apt,90,2,41,2020-02-17,0.67,1,364
7077913,"2 Bedroom apt, nice and spacious",14541893,Mikaela,,Thessaloniki,40.64723,22.92335,Entire home/apt,27,2,127,2020-03-02,2.08,10,222
7078544,F & B Collection - Escape Avenue URBAN,37109085,George,,Kalamaria,40.58343,22.96511,Entire home/apt,40,3,78,2020-06-30,1.31,3,342
7255701,Central Apartment 8' walk from Aristotelous sqr,19020134,Maria,,Thessaloniki,40.64003,22.94626,Entire home/apt,30,5,67,2019-09-25,1.12,1,0
7258629,Beautiful apartment in the center,25856509,Lida,,Thessaloniki,40.63016,22.94794,Entire home/apt,70,1,24,2017-05-21,0.39,1,365
7363901,ΔΙΑΜΕΡΙΣΜΑ  3 ΟΡΟΦΟΥ,13744619,Konstantinos,,Thessaloniki,40.64121,22.94214,Entire home/apt,42,1,59,2018-10-01,0.99,4,294
7472288,Quiet studio flat with own entrance,12875383,Richard,,Thessaloniki,40.63023,22.96592,Entire home/apt,25,14,6,2019-12-19,0.13,1,363
7561630,Thessaloniki City Apartment,39639764,Michalis,,Thessaloniki,40.61423,22.95336,Entire home/apt,49,3,1,2018-01-19,0.03,1,89
7593168,Modern & comfortable apartment(with internet),37490791,Niki-Mimi,,Kordelio – Evosmos,40.66759,22.89664,Entire home/apt,29,1,111,2020-06-30,1.87,1,363
7606250,3rd floor House with a  bedroom.,13744619,Konstantinos,,Thessaloniki,40.6413,22.9422,Entire home/apt,35,1,163,2020-01-05,2.71,4,294
7608625,Room at Panorama Thessaloniki (1),39903228,Aikaterini,,Pilea – Chortiatis,40.59149,23.02285,Private room,25,2,5,2019-10-29,0.11,5,365
7609332,In the heart of Thessaloniki 180sqm,9531550,Katerina,,Thessaloniki,40.62995,22.94825,Entire home/apt,70,2,204,2020-06-14,3.40,9,268
7609471,Room at Panorama Thessaloniki (2),39903228,Aikaterini,,Pilea – Chortiatis,40.58981,23.02196,Private room,25,2,0,,,5,365
7610152,Apartment at Panorama Thessaloniki1,39903228,Aikaterini,,Pilea – Chortiatis,40.5914,23.02219,Entire home/apt,40,2,25,2019-12-23,0.42,5,365
7610358,Apartment at Panorama Thessaloniki2,39903228,Aikaterini,,Pilea – Chortiatis,40.58993,23.02156,Entire home/apt,40,2,16,2020-02-11,0.27,5,365
7611048,Studio Panorama Thessaloniki,39903228,Aikaterini,,Pilea – Chortiatis,40.58955,23.02357,Entire home/apt,30,2,20,2020-06-29,0.39,5,363
7625932,#halu! Home Sweet Home,29212707,Σταυρος,,Thessaloniki,40.63656,22.95435,Entire home/apt,52,1,250,2019-05-19,4.13,2,262
7663345,"A pleasant,sunny,spacious apartment",20775926,Joanna,,Thessaloniki,40.60188,22.96751,Entire home/apt,48,1,26,2019-09-08,0.44,1,364
7687264,"Classy Apartment, 100m², Near Centre, Free Parking",6435727,Despina,,Thessaloniki,40.62069,22.97311,Entire home/apt,80,3,73,2019-11-02,1.23,1,287
7721006,Come for a while into my life :),25979571,Vasilia,,Thessaloniki,40.63406,22.95336,Entire home/apt,28,3,21,2019-11-12,0.41,1,363
7754230,Down town center apartment,38525098,Vas P,,Thessaloniki,40.63868,22.9471,Entire home/apt,30,2,22,2019-07-07,0.37,2,365
7766335,SWEET  Home 15'from airport @15'from center,40585741,Χριστινα,,Thessaloniki,40.6015,22.96497,Entire home/apt,18,2,159,2020-07-14,2.68,1,320
7931872,house with a room,13744619,Konstantinos,,Thessaloniki,40.64103,22.94275,Entire home/apt,20,1,40,2018-08-18,0.67,4,294
7978389,"Cozy studio, WI-FI, Privacy.",14541893,Mikaela,,Thessaloniki,40.64617,22.92211,Entire home/apt,23,2,117,2020-07-04,1.96,10,175
7980955,"Red Alkyone, super central - private PARKING",41929399,Stefanos Christine,,Thessaloniki,40.6304,22.9472,Entire home/apt,25,2,163,2020-06-03,3.73,2,68
8056405,Studio in Thessaloniki,32058448,Evi,,Thessaloniki,40.63076,22.96844,Entire home/apt,18,1,0,,,2,365
8155849,Urban chic downtown apartment on the tourist trail,30530731,Pano,,Thessaloniki,40.6288,22.95056,Entire home/apt,37,2,35,2020-03-29,0.87,1,347
8163226,Single room,43087202,Dimitra,,Ampelokipon – Menemeni,40.65243,22.93211,Private room,9,20,10,2019-10-31,0.22,2,324
8214869,Downtown Central Cozy3BD - #8Design Flat,10654206,Alexandra,,Thessaloniki,40.63719,22.95002,Entire home/apt,59,1,358,2020-07-20,6.08,22,347
8289122,"New, sunny, central 2 bdroom apart",43704234,Elen,,Thessaloniki,40.64744,22.91776,Entire home/apt,36,2,110,2020-07-19,1.98,1,361
8310185,"Spacious, cosy apartment downtown",29989796,Efstathia,,Thessaloniki,40.62303,22.96024,Entire home/apt,32,2,39,2019-07-05,0.82,1,324
8313668,Modern and comfortable one bedroom.,14541893,Mikaela,,Thessaloniki,40.64605,22.92297,Entire home/apt,24,2,120,2020-02-24,2.05,10,0
8330733,Villa in Thessaloniki,43914534,Anastasios,,Pilea – Chortiatis,40.57912,23.03206,Entire home/apt,113,2,33,2020-02-22,0.58,1,340
8335978,Sea view apartment Wifi 10 min city,736025,Thanos,,Thessaloniki,40.6072,22.95309,Entire home/apt,35,2,118,2020-07-04,2.02,3,332
8349968,"Για παρέα , οικογένεια .",44011030,Stavros,,Ampelokipon – Menemeni,40.65535,22.90813,Entire home/apt,42,100,0,,,1,365
8370543,Nice place in city center-Rotonta,44117153,Anastasia,,Thessaloniki,40.63531,22.9521,Entire home/apt,27,2,40,2019-03-11,0.78,1,89
8421814,The most central apartment for 4 people!,43867149,Vesta,,Thessaloniki,40.63437,22.9455,Entire home/apt,40,2,114,2020-03-03,1.95,1,361
8437350,Modern and comfortable 2 bedroom,14541893,Mikaela,,Thessaloniki,40.64657,22.92159,Entire home/apt,29,2,67,2020-03-12,1.21,10,261
8520539,Ήσυχο διαμέρισμα,35609470,Stefanos &Xanthi,,Thessaloniki,40.60713,22.97994,Entire home/apt,50,7,3,2017-12-13,0.05,1,362
8537784,Downtown in Old Town with view!,44948995,Maro & Anna,,Thessaloniki,40.63886,22.9549,Entire home/apt,50,5,87,2019-12-01,1.54,2,364
8540269,Vintage 1930's flat in the center of Thessaloniki,44960779,George,,Thessaloniki,40.63859,22.94703,Entire home/apt,30,2,143,2020-03-01,5.00,1,264
8609770,Passer Domesticus - Unique Living,24114811,Christina,,Thessaloniki,40.63639,22.94062,Entire home/apt,60,1,73,2020-03-16,2.06,1,202
8610663,5* LOFT PILAIA -splendid view 360*,35478692,Paris,,Pilea – Chortiatis,40.60398,22.99643,Entire home/apt,45,2,43,2019-12-02,0.79,1,69
8627803,Cozy 2 bedroom downtown apartment,45219058,Thomais § Manolis,,Thessaloniki,40.6344,22.95343,Entire home/apt,34,4,40,2020-01-03,0.69,1,365
8820310,The SuperHeroes Apartment,1900494,Vassilis,,Thessaloniki,40.59944,22.97574,Entire home/apt,70,2,34,2019-11-18,0.60,1,361
8842181,Luxurious apartment in Thessaloniki,11626875,Alexandros,,Thessaloniki,40.61642,22.95286,Entire home/apt,150,1,0,,,1,365
8889198,✅ Thessaloniki Panorama Center View (Free Parking),11221732,Konstantinos,,Thessaloniki,40.6418,22.95247,Entire home/apt,59,1,218,2020-07-17,3.80,2,344
8987878,Elegant room in Aristotelous Square,37912682,Βασιλικη,,Thessaloniki,40.63154,22.94122,Private room,55,3,78,2020-02-02,1.37,1,364
9020776,Modern Cozy Studio (city center),24759607,Georgios,,Thessaloniki,40.64066,22.9387,Entire home/apt,24,3,131,2020-02-17,2.32,1,177
9041210,"New, comfortable and cozy apartment",8744426,Christina,,Thessaloniki,40.64626,22.91513,Entire home/apt,29,3,44,2020-04-26,0.77,1,23
9067746,Fully furnished modern flat 4th fl,47297153,Λεό,,Thessaloniki,40.63199,22.9526,Entire home/apt,30,333,0,,,1,364
9152529,Comfortable rooms 10' min to center.,25449575,Jannis,,Thessaloniki,40.6131,22.97602,Private room,15,1,83,2020-05-29,1.46,2,314
9184637,Lovely flat at the historic center,47786468,Gregory,,Thessaloniki,40.62915,22.95082,Entire home/apt,40,31,56,2020-02-16,1.06,1,112
9248334,"Central, bright 2-BD Apt. WiFi, in a prvt building",48055342,Pavlos And Ioanna,,Thessaloniki,40.6383,22.95276,Entire home/apt,37,3,78,2020-03-03,1.66,3,358
9327845,"Sweet Home 1 # Natural Life, 20' from city center",43603727,Ioanna - Kostas,,Neapolis – Sykeon,40.65463,22.98537,Entire home/apt,50,2,15,2019-10-28,0.29,1,109
9362050,Roof Loft 1,43102606,Ευθύμης,,Thessaloniki,40.63323,22.94068,Entire home/apt,38,2,56,2020-01-03,1.01,2,354
9424824,Perfect and economic choice....,31456640,Grhgorhs,,Kalamaria,40.58937,22.95548,Entire home/apt,45,2,7,2017-11-03,0.14,1,349
9446389,Cozy downtown studio - low budget accommodation,30083591,Solomon,,Thessaloniki,40.64111,22.94758,Entire home/apt,23,2,93,2019-12-21,1.67,4,364
9473813,Colorful Apartment in the City Center,49100800,Dimitra,,Thessaloniki,40.63831,22.94949,Entire home/apt,34,1,6,2018-09-09,0.23,1,179
9530937,In the center of Thessaloniki!!!,49367925,Angeliki,,Thessaloniki,40.64173,22.92919,Private room,20,1,8,2016-08-24,0.14,1,86
9571028,"friendly,cozy appartment, sea view.",46937915,Kostas,,Thessaloniki,40.60748,22.95239,Entire home/apt,38,2,31,2017-02-04,0.56,1,180
9588709,Central-clean-spacious-2 bedrooms,49631418,Asteris,,Thessaloniki,40.64048,22.9409,Entire home/apt,35,1,244,2020-03-07,4.65,1,365
9613018,Family-friendly flat,49736350,Kostas,,Pilea – Chortiatis,40.60049,22.9934,Entire home/apt,30,1,15,2018-08-30,0.27,1,142
9663484,Cozy room on picturesque alley,49942483,Anna Maria,,Thessaloniki,40.63706,22.95126,Private room,28,2,6,2017-10-17,0.17,1,19
9666526,Houseloft Ideal Hagia Sophia,29565272,Houseloft,,Thessaloniki,40.63024,22.9477,Entire home/apt,55,1,163,2019-12-24,2.90,15,365
9719997,"New, cozy and comfortable studio!",14541893,Mikaela,,Thessaloniki,40.64588,22.92358,Entire home/apt,22,2,94,2020-02-04,1.69,10,177
9854948,cozy room in the heart of downtown Thessaloniki,22192599,Eleonora,,Thessaloniki,40.63458,22.9524,Private room,19,2,123,2020-01-01,2.25,1,355
9894057,Old-Town Apartment,38018322,Pantelis,,Thessaloniki,40.63903,22.95591,Entire home/apt,40,1,215,2020-07-21,3.83,1,356
9981748,"Room in my apart. Kalamaria Thess ""Luminous sea""",51290609,Fotini,,Kalamaria,40.57489,22.96457,Private room,25,2,42,2020-02-22,0.78,2,358
9981790,"A Warm, cozy and Comfortable Yacht.",44095832,Iordanis,,Kalamaria,40.57442,22.94796,Entire home/apt,50,221,0,,,1,365
10046175,Luxury Apartment. by the sea,37335381,Argyro,,Thessaloniki,40.59873,22.95144,Entire home/apt,90,3,6,2018-06-19,0.11,1,358
10133783,Thess1Home Premium [new 2016],34979760,Nadia & Vasiliki,,Kalamaria,40.57659,22.96432,Entire home/apt,49,1,237,2020-07-21,4.30,3,361
10179213,Modern apartment at the best location,52271945,Thalia,,Thessaloniki,40.59674,22.95723,Entire home/apt,20,15,2,2019-02-28,0.06,11,365
10218552,Roof Loft 2,43102606,Ευθύμης,,Thessaloniki,40.63369,22.93839,Entire home/apt,38,2,40,2017-12-04,0.72,2,344
10311253,Garden-Penthouse B,53051090,Katrin,,Thessaloniki,40.59983,22.95027,Private room,38,2,25,2020-02-02,0.47,2,365
10374112,Big Seaview 2 bdrm apt. (close to Uni. & center),45590227,Alexandra,,Thessaloniki,40.62846,22.96803,Entire home/apt,32,3,25,2020-06-01,0.51,2,172
10483750,CITY CENTRAL 1 BEDROOM FLAT,54039142,Dimitris,,Thessaloniki,40.63179,22.95054,Entire home/apt,22,1,27,2020-03-24,0.50,1,364
10541755,Nice apartment near city centre,54360218,Thanos,,Thessaloniki,40.60637,22.97354,Entire home/apt,28,2,44,2019-12-27,0.81,1,269
10579877,Sunny & Happy aprt historic center,3688135,Marianna,,Thessaloniki,40.63233,22.95378,Entire home/apt,40,2,72,2020-07-21,1.39,2,335
10671011,Penthouse-heart of Thessaloniki,43965453,Alex,,Thessaloniki,40.63193,22.94578,Entire home/apt,75,2,63,2020-02-25,1.21,1,233
10735833,MELON SUITES (Superior Suite 4),15816314,Melo,,Kalamaria,40.57575,22.96985,Entire home/apt,70,2,4,2016-10-09,0.08,7,365
